Restaurant_Name,min_price,rating,total_reviews,category,location,province,address,Latitude,Longitude,Province
Monticchio Ristorante Italiano,25,3.9,14,Caterers,winnipeg,MB,"684 Osborne Street Winnipeg, MB R3L 2B9 Canada",49.8625412,-97.1320455,MB
Tehran Market & Cafe,25,4.4,9,Mediterranean,winnipeg,MB,"8-1875 Pembina Highway Winnipeg, MB R3T 2G7 Canada",49.8215976,-97.1543929,MB
Fergies Fish N Chips & Seafood Market,25,4.3,40,Seafood,winnipeg,MB,"1 Forks Market Road Suite 142 Winnipeg, MB R3C 4L9 Canada",49.8870659,-97.1314518,MB
Carbone Coal Fired Pizza,25,4.0,12,Pizza,winnipeg,MB,"260 Saint Mary Avenue Winnipeg, MB R3C 0M6 Canada",49.8909235,-97.1394067,MB
Momo,10,4.2,18,Sushi Bars,winnipeg,MB,"2855 Pembina Highway Unit 40 Winnipeg, MB R3T 2H5 Canada",49.7876943,-97.158784,MB
The Tallest Poppy,25,3.4,33,Canadian (New),winnipeg,MB,"103 Sherbrook Winnipeg, MB R3C 2B5 Canada",49.8820705,-97.1592888,MB
Noodle Express,10,3.7,15,Dim Sum,winnipeg,MB,"180 King Street Unit 107 Winnipeg, MB R3B 3G8 Canada",49.901225,-97.1392444,MB
White Star Diner,10,4.3,12,Burgers,winnipeg,MB,"258 Kennedy St Winnipeg, MB R3C 1T2 Canada",49.8911855,-97.1482735,MB
TH Dang Restaurant,25,4.2,30,Vietnamese,winnipeg,MB,"1425 Pembina Highway Winnipeg, MB R3T 2C2 Canada",49.8374043,-97.1513843,MB
Smith Restaurant,45,3.4,28,Canadian (New),winnipeg,MB,"75 Forks Market Road Winnipeg, MB R3C 4Y3 Canada",49.8879173,-97.1295363,MB
New Golden Inn Restaurant,25,4.6,7,Chinese,winnipeg,MB,"1084 Pembina Hwy Winnipeg, MB R3T 1Z9 Canada",49.8490547,-97.1523223,MB
Colosseo Ristorante Italiano,25,3.8,15,Caterers,winnipeg,MB,"670 Corydon Ave Winnipeg, MB R3M 0X7 Canada",49.8715228,-97.1503885,MB
Jollibee,10,3.6,25,Chicken Shop,winnipeg,MB,"1406 Ellice Ave Winnipeg, MB R3G 0G4 Canada",49.8934896,-97.1985133,MB
La Fiesta Cafecito & Restaurant,25,3.6,16,Mexican,winnipeg,MB,"730 St Anne's Rd Unit M Winnipeg, MB R2N 0A2 Canada",49.8237009,-97.0852622,MB
Red Top Drive Inn,10,4.1,35,Burgers,winnipeg,MB,"219 Saint Mary's Road Winnipeg, MB R2H 1J2 Canada",49.8754321,-97.117725,MB
Spicy Noodle House,25,3.4,25,Chinese,winnipeg,MB,"99 Osborne Street Suite 102 Winnipeg, MB R3L 2R4 Canada",49.8787065,-97.1463592,MB
Tandoor House,25,4.0,6,Indian,winnipeg,MB,"598 Ebby Avenue Winnipeg, MB R3M Canada",49.8609364,-97.149276,MB
The Nook Diner,10,4.4,26,Diners,winnipeg,MB,"43 Sherbrook Street Winnipeg, MB R3C 2B1 Canada",49.8801326,-97.1593862,MB
Les Saj Restaurant,25,4.6,48,Middle Eastern,winnipeg,MB,"1038 St James Street Suite C1 Winnipeg, MB R3H 0K5 Canada",49.895319,-97.2010064,MB
Mona Lisa Ristorante Italiano,25,3.3,29,Italian,winnipeg,MB,"1697 Corydon Avenue Winnipeg, MB R3N 0J9 Canada",49.8640977,-97.196843,MB
Silver Heights Restaurant & Lounge,25,3.8,24,Steakhouses,winnipeg,MB,"2169 Portage Avenue Winnipeg, MB R3J 0L7 Canada",49.8770034,-97.238833,MB
Sam Po,25,4.3,8,Dim Sum,winnipeg,MB,"277 Rupert Avenue Winnipeg, MB R3B 0N5 Canada",49.9015818,-97.1390118,MB
Ben & Florentine,25,3.6,43,Breakfast & Brunch,winnipeg,MB,"155 Scurfield Boulevard Winnipeg, MB R3Y 1L6 Canada",49.8167152,-97.196208,MB
Confusion Corner Drinks + Food,25,3.8,28,Bars,winnipeg,MB,"500 Corydon Avenue Winnipeg, MB R3L 0P1 Canada",49.8739172,-97.1434241,MB
Falafel Place,25,4.4,47,Falafel,winnipeg,MB,"1101 Corydon Ave Winnipeg, MB R3M 0X3 Canada",49.8662341,-97.1676906,MB
Kazoku,25,4.0,22,Sushi Bars,winnipeg,MB,"30-2583 Pembina hwy Winnipeg, MB R3T Canada",49.7988295,-97.1577728,MB
Frenchway Cafe,25,3.8,16,French,winnipeg,MB,"238 Lilac Street Winnipeg, MB R3M 2T3 Canada",49.8697824,-97.1576754,MB
Kimchi Sushi,25,4.2,6,Korean,winnipeg,MB,"1270 Pembina Highway Winnipeg, MB R3T 2B1 Canada",49.8429456,-97.1527907,MB
Elephant & Castle,25,3.4,46,British,winnipeg,MB,"350 St Mary Ave Winnipeg, MB R3C 3J2 Canada",49.8900047,-97.1437883,MB
Chosabi,25,4.3,33,Asian Fusion,winnipeg,MB,"100 King Street Unit A Winnipeg, MB R3B 0P6 Canada",49.8980418,-97.1413807,MB
Sushi Cushi,25,4.0,35,Japanese,winnipeg,MB,"1045 St James Street Unit - K Winnipeg, MB R3H Canada",49.8951403,-97.1984924,MB
King + Bannatyne,25,3.9,35,Sandwiches,winnipeg,MB,"100 King Street Unit D Winnipeg, MB R3B 0P6 Canada",49.8981276,-97.1415202,MB
La Belle Baguette,10,4.2,18,Coffee & Tea,winnipeg,MB,"248 Avenue de la Cathedrale Winnipeg, MB R2H 2V9 Canada",49.8898967,-97.1178113,MB
Hsieh Family Restaurant,10,3.6,5,Taiwanese,winnipeg,MB,"230 Dalhousie Drive Winnipeg, MB R3T 2Z1 Canada",49.7964636,-97.1478731,MB
The Oakwood,25,3.6,30,Salad,winnipeg,MB,"660 Osborne Street Unit 4 Winnipeg, MB R3L 2B6 Canada",49.863154,-97.13229,MB
Pizzeria Gusto,45,3.9,34,Pizza,winnipeg,MB,"404 Academy Road Winnipeg, MB R3N 0B8 Canada",49.8735972,-97.183366,MB
Ta.Ke Sushi Take-Out,25,4.0,6,Sushi Bars,winnipeg,MB,"1235 Pembina Highway Winnipeg, MB R3T 2A9 Canada",49.8433965,-97.1539551,MB
Naru Sushi,25,4.3,26,Japanese,winnipeg,MB,"159 Osborne Street Winnipeg, MB R3L 1Y7 Canada",49.8772354,-97.1444616,MB
Carnaval Brazilian BBQ,50,3.3,32,Barbeque,winnipeg,MB,"270 Waterfront Drive Winnipeg, MB R3B 0L4 Canada",49.8976151,-97.1336141,MB
Yellow Dog Tavern,25,3.7,30,Pubs,winnipeg,MB,"386 Donald Street Winnipeg, MB R3B 2J2 Canada",49.8962685,-97.1441631,MB
Dwarf No Cachette Cafe & Gift,25,4.2,30,Japanese,winnipeg,MB,"157 Provencher Boulevard Winnipeg, MB R2H 0G2 Canada",49.8920144,-97.1234694,MB
Cafe Carlo,45,3.5,17,Canadian (New),winnipeg,MB,"243 Lilac Street Winnipeg, MB R3M 2S2 Canada",49.8698985,-97.1571276,MB
The Don Restaurant,25,3.6,20,Breakfast & Brunch,winnipeg,MB,"120 Donald Street Suite 2 Winnipeg, MB R3C 4G2 Canada",49.8883176,-97.1409516,MB
Dim Sum Garden Restaurant,25,2.9,25,Dim Sum,winnipeg,MB,"2677 Pembina Highway Winnipeg, MB R3T 2H5 Canada",49.795117,-97.1582046,MB
Resto Gare Bistro,45,3.8,24,French,winnipeg,MB,"630 Des Meurons Street Winnipeg, MB R2H 2P9 Canada",49.8932576,-97.1121923,MB
Wasabi Sabi,45,4.2,31,Sushi Bars,winnipeg,MB,"1360 Taylor Ave Winnipeg, MB R3M 3Z1 Canada",49.850941,-97.177214,MB
Wako Sushi Cafe,10,4.1,11,Japanese,winnipeg,MB,"875 Corydon Avenue Winnipeg, MB R3M 0W7 Canada",49.8694722,-97.1582111,MB
Sukhothai,25,4.0,26,Thai,winnipeg,MB,"191 Osborne Street Winnipeg, MB R3L 1Z2 Canada",49.8761866,-97.1436839,MB
Clay Oven East Indian Restaurants,25,3.8,23,Indian,winnipeg,MB,"1 Portage Avenue E 3rd Floor Winnipeg, MB R3B 3N3 Canada",49.8938282,-97.1339684,MB
Nuburger,25,4.1,65,Burgers,winnipeg,MB,"472 Stradbrook Avenue Winnipeg, MB R3L 0J9 Canada",49.8774352,-97.1454094,MB
Bangkok Thai Restaurant,25,3.9,24,Thai,winnipeg,MB,"100 Osborne Street Suite 208,Floor 2 Winnipeg, MB R3L 1Y5 Canada",49.8790536,-97.1459481,MB
Vientiane Restaurant,25,3.8,13,Thai,winnipeg,MB,"12-208 Marion Street Winnipeg, MB R2H 0T6 Canada",49.8812874,-97.11885,MB
Delicious Vegetarian Restaurant,25,4.5,20,Vegetarian,winnipeg,MB,"1467 Pembina Highway Winnipeg, MB R3T 2C5 Canada",49.836016,-97.1509978,MB
Sizzling Dhaba,25,4.5,11,Indian,winnipeg,MB,"628A St Anne's Rd Winnipeg, MB R2C 0A1 Canada",49.8305169,-97.0882484,MB
The Keg Steakhouse + Bar,45,4.1,40,Steakhouses,winnipeg,MB,"115 Garry St Winnipeg, MB R3C 1G5 Canada",49.8890552,-97.1376057,MB
Southdale Village Family Restaurant,25,4.0,6,Canadian (New),winnipeg,MB,"35 Lakewood Boulevard Winnipeg, MB R2J 2M8 Canada",49.8545693,-97.0759186,MB
Feast Cafe Bistro,25,4.4,18,Canadian (New),winnipeg,MB,"587 Ellice Avenue Winnipeg, MB R3B 1Z7 Canada",49.8931505,-97.1584235,MB
The Rib Room,25,3.3,4,Hotels,winnipeg,MB,"330 York Ave Winnipeg, MB R3C 0N9 Canada",49.8886616,-97.1418354,MB
Helios Restaurant,25,4.3,4,Greek,winnipeg,MB,"241 St Mary's Road Winnipeg, MB R2H 1J4 Canada",49.8748761,-97.1169439,MB
The Park Cafe,25,4.0,21,Breakfast & Brunch,winnipeg,MB,"330 Assiniboine Park Drive Winnipeg, MB R3P 2N6 Canada",49.8731968,-97.233504,MB
Saucers Cafe,25,3.9,16,Cafes,winnipeg,MB,"570 Academy Road Winnipeg, MB R3N 0E3 Canada",49.8740421,-97.1982353,MB
QDOBA Mexican Eats,10,3.9,21,Mexican,winnipeg,MB,"1340 Ellice Ave Unit 1 Winnipeg, MB R3G 0E9 Canada",49.8937103,-97.1950081,MB
The Canadian Brewhouse,25,2.5,28,Sports Bars,winnipeg,MB,"1715 Kenaston Boulevard Winnipeg, MB R3Y 1V5 Canada",49.8204152,-97.1972559,MB
Mercadito Latino,25,4.5,13,Mexican,winnipeg,MB,"570-C Sargent Avenue Winnipeg, MB R3E 0A2 Canada",49.8963421,-97.1575056,MB
The Yellow Deli,10,3.6,5,Sandwiches,winnipeg,MB,"490 Des Meurons Street Unit 1 Winnipeg, MB R2H 2P5 Canada",49.8882703,-97.1112167,MB
OPA! of Greece SmartCentres Kenaston,10,4.1,10,Greek,winnipeg,MB,"1639 Kenaston Boulevard Building F Winnipeg, MB R3P Canada",49.8246619,-97.2027861,MB
The Black Knight Pub,25,3.9,29,Pubs,yellowknife,NT,"4910-49 Street Yellowknife, NT X1A 1P3 Canada",62.4552225,-114.3728197,NT
YK Hotpot,45,3.3,16,Chinese,yellowknife,NT,"5019 49 Street Yellowknife, NT X1A 1P5 Canada",62.4537121,-114.3682987,NT
A Taste of Saigon,25,3.6,17,Vietnamese,yellowknife,NT,"4913 50th Street Yellowknife, NT X1A 2P7 Canada",62.4547302,-114.3725708,NT
Red Apple,25,3.5,12,Chinese,yellowknife,NT,"4701 Franklin Avenue Yellowknife, NT X1A 1N2 Canada",62.4554244,-114.3681739,NT
Wildcat Cafe,25,3.3,9,Diners,yellowknife,NT,"3904 Wiley Rd Yellowknife, NT X1A Canada",62.4644354,-114.3503507,NT
Main Street Donair & Falafel,25,5.0,3,Falafel,yellowknife,NT,"4905 50th Ave Yellowknife, NT X1A 3X8 Canada",62.4541017,-114.3704125,NT
Zehabehsa,25,4.6,27,Ethiopian,yellowknife,NT,"5030 50th Street Yellowknife, NT X1A 3R8 Canada",62.4528075,-114.3696106,NT
Traders Grill,25,3.3,22,Breakfast & Brunch,yellowknife,NT,"4825 49th Avenue Yellowknife, NT X1A 2R3 Canada",62.4576281,-114.3726144,NT
Fatburger,25,3.6,7,Chicken Wings,yellowknife,NT,"100 Borden Drive Unit 1 Yellowknife, NT X0E 3W1 Canada",62.44998,-114.40627,NT
Sushi Cafe,25,4.1,12,Sushi Bars,yellowknife,NT,"5309 Franklin Avenue Yellowknife, NT X1A 1E3 Canada",62.4518213,-114.3759055,NT
Sushi North,25,3.4,16,Sushi Bars,yellowknife,NT,"200 4910 50th Avenue Yellowknife, NT X1A 3M3 Canada",62.4544021,-114.3715691,NT
Diamante Restaurant,25,2.4,7,Italian,yellowknife,NT,"483 Range Lake Road Yellowknife, NT X1A 3R9 Canada",62.4456271,-114.4092829,NT
Boston Pizza,25,2.4,21,Pizza,yellowknife,NT,"5102 48th Street Yellowknife, NT X1A 1N6 Canada",62.4535763,-114.3665258,NT
Javaroma Gourmet Coffee,25,3.4,19,Coffee & Tea,yellowknife,NT,"5201 50th Avenue Yellowknife, NT X1A 3S9 Canada",62.4526486,-114.3741561,NT
Pizza Hut,25,2.5,2,Pizza,yellowknife,NT,"312 D Old Airport Road Yellowknife, NT X1A 3T3 Canada",62.4482083,-114.4067276,NT
Subway,10,4.0,1,Sandwiches,yellowknife,NT,"100 Borden Drive Unit 21 Yellowknife, NT X1A 3W6 Canada",62.4499496,-114.4065145,NT
Northern Fancy Meats,25,3.0,1,Delis,yellowknife,NT,"314 Woolgar Avenue Yellowknife, NT X1A 3B5 Canada",62.4447443,-114.40929,NT
