Restaurant Name,Rating,Category,Address,,,
Ola Restaurant and Catering Services,4.6,African,"1552 Jane St, North York, Ontario M9N 2R5",,,
Craig's Cookies,4.8,Desserts,"1581 Bayview Ave, East York, On M4G",,,
Toss Up ,4.9,Fast food,"787 Bathurst St, Toronto, NAMER M5S 0B7",,,
Kung Fu Tea ,4.4,Asian,"287 College St, Toronto, Ontario M5T",,,
Bap bubble tea,4.8,Coffee & tea,"1190 Weston Rd, Toronto, ON M6M 4P4",,,
Cha Miao Dundas,4.5,Bubble tea,"201 Dundas Street West Toronto, On M5g 1c8 Canada,",,,
Tov-Li ,4.9,Pizza,"3523 Bathurst St, North York, On M6A 2C7",,,
Cupcake Paradise,4.5,Cupcakes,"1115 Castlefield Ave 1115, Toronto, Ontario M6B 1E8",,,
The Alley ,4.9,Asian,"621 Bloor St W, Toronto, ON M6G 1K8",,,
Serano Bakery,4.9,Desserts,"830 Pape Ave, Toronto, Ontario M4K",,,
Baskin Robbins  Kernels ,4.9,Desserts,"1917 Avenue Road, Toronto, ON M5M",,,
Bunner's Bakeshop,4.7,Desserts,"244 Augusta Ave, Toronto, ON M5T",,,
Craig's Cookies,4.9,Desserts,"1332 Queen St W, Toronto, ON M6K 1L4",,,
Dairy Queen ,4.7,Desserts,"831-A The Queensway, Toronto, Ontario M8Z 1N6",,,
Hollywood Gelato,4.8,Ice Cream & Frozen Yogurt,"1640 Bayview Ave, Toronto, ON M4S",,,
TasteT House ,4.7,Bubble tea,"410 Bathurst Street, Toronto, ON M5T",,,
BenGong's Tea 本宫的茶 Yonge,4.7,Asian,"576 Yonge Street, Toronto, ON M4Y 1Z3",,,
La Diperie ,4.6,Desserts,"717 Bay Street, Toronto, ON M5G",,,
Chapayom,0,Bubble tea,"21 Wellesley St W, 6, Toronto, ON M4Y 0H1",,,
Melt n Dip ,4.7,Desserts,"53 Adelaide St E, Toronto, ON M5C",,,
Kibo Sushi ,4.7,Sushi,"325 Bremner Blvd., Toronto, ON M5V",,,
D'AMO,4.7,Desserts,"2269 Kingston Rd, Scarborough, On M1N",,,
Bocados Bake Shop ,4.7,Desserts,"923 Queen St W, B, Toronto, ON M6J",,,
Oishii Tea ,4.7,Desserts,"467 Queen St W, Toronto, ON M5V 2A9",,,
The Chicken Nest,4.7,Kosher,"3038 Bathurst St, North York, M6B",,,
Tiger Sugar ,4.7,Desserts,"439 Yonge St, A, Toronto, ON M5B 1T3",,,
Gordo EX Cafe,4.7,Latin American,"1048 Bathurst St, Toronto, NAMER M5R 3G7",,,
Chatime ,4.8,Asian,"163 King St. E, Toronto, Ontario M5A 1J4",,,
Fast Fresh Foods ,5,Healthy,"220 Yonge Street, Toronto, ON M5B",,,
Honey's Ice Cream,4.9,Ice Cream & Frozen Yogurt,"1448 Dundas Street West, Toronto, ON M6K",,,
Uncle Tetsu's Japanese Cheesecake ,4.8,Desserts,"595 Bay St, Toronto, ON M5G 2C2",,,
Salad Days,0,Salads,"333 Bay Street, Toronto, ON M5H 2R2",,,
COPS,4.9,American,"89 Lewis St, Toronto, ON M4M 2H2",,,
Pizza Café,4.6,Pizza,"3774 Bathurst St, North York, ON M3H",,,
Govinda's,4.8,Vegetarian,"243 Avenue Rd, Toronto, ON M5R 2J6",,,
Salus Fresh Foods ,5,Healthy,"130 King St West #Cufc6, Toronto, NAMER M5X 2A2",,,
Sukhothai ,4.9,Best of Toronto,"1442 Dundas St W, Toronto, On M6j 1y6, Canada, ON M6K",,,
Yifang Fruit Tea一芳台灣水果茶-Yonge,4.8,Bubble tea,"672 Yonge St, Toronto, ON M4Y 2A6",,,
Royaltea ,4.8,Asian,"491a Dundas St W, Toronto, Ontario M5T",,,
Wok & Bowl,4.7,Kosher,"3023 Bathurst Street, Toronto, ON M6B 3B5",,,
Bloomer's ,4.8,Bakery,"873 Bloor St W, Toronto, ON M6G 1M4",,,
Pho Lang Van,4.8,Vietnamese,"958 Saint Clair Avenue West, Toronto, ON M6E",,,
Yogen Fruz ,4.9,Ice Cream & Frozen Yogurt,"220 Yonge St, Toronto, ON M5B",,,
FINE FOOD MARKET ,4.8,American,"711 Bay St, Toronto, ON M5G",43.6588232,-79.3846517,ON
McDonald's ,4.8,Burgers,"121 Front St E, Toronto, ON M5A",43.6494917,-79.3704556,ON
7-Eleven ,4.5,Wings,"372 Bay Street @ Richmond, Toronto, ON M5H 2W9",43.651016,-79.3815181,ON
Sunset Grill ,4.6,Breakfast and brunch,"1 Richmond St. West (#130), Toronto, ON M5H 3W4",43.6513848,-79.3792915,ON
Starbucks ,4.9,Bakery,"485 Church Street, Toronto, ON M4Y 2C6",43.6649974,-79.3804218,ON
Subway ,4.8,American,"393 Front St W, Toronto, ON M5V",43.6426821,-79.3933136,ON
Neo Coffee Bar ,4.4,Cafe,"770 Bay St , Unit 3, Toronto, ON M5G 0A6",43.6601367,-79.3858692,ON
FUEL+ ,4.5,Healthy,"469 Front St E, Toronto, ON M5A",43.6528731,-79.3559332,ON
Stacked Pancake & Breakfast House ,4.7,Breakfast and brunch,"425 Danforth Ave, Toronto, ON M4K 1P1",43.6775008,-79.3509176,ON
A&W ,4.5,Fast food,"372 Queen St W, Toronto, ON M5V 2A3",43.6490994,-79.3959812,ON
Krispy Kreme ,4.9,Desserts,"164 Mccaul St, Toronto, ON M5T 1W4",43.6557344,-79.3921423,ON
Eggsmart ,4.3,Breakfast and brunch,"864 Bloor St W, Toronto, ON M6G",43.6624081,-79.4245549,ON
Cinnabon ,4.4,Bakery,"500 Oriole Parkway , Unit 4, Toronto, ON M5P",43.704666,-79.4061484,ON
Wendy's ,4.3,Fast food,"731 Eastern Avenue, Toronto, ON M4M 3H6",43.6595692,-79.3291724,ON
Smokers Mart,4.6,Convenience,"1061 Gerrard St E, Toronto, ON M4M",43.6690571,-79.3356867,ON
The Bagel House ,4.7,Sandwich,"450 Eglinton Ave W, Toronto, ON M5N 1A5",43.7040348,-79.4119198,ON
Harvey's ,4.7,American,"805 The Queensway, Toronto, ON M8Z 1N6",43.6248882,-79.5074954,ON
Bagels on Fire,4.8,Bakery,"2248 Queen St E, Toronto, ON M4E",43.6729723,-79.2868208,ON
Walmart ,0,Grocery,"900 Dufferin St, Toronto, ON M6H",43.6579875,-79.4350058,ON
COBS Bread ,4.9,Bakery,"#3 - 270 The Kingsway, Etobicoke, ON M9A",43.6615135,-79.5197696,ON
Smoothie Bar ,4.6,Juice & Smoothies,"25 Ordnance Street, Toronto, ON M6K 1A1",43.6390672,-79.4100811,ON
Rolltation ,4.5,Healthy,"758 Yonge St, Toronto, ON M4Y",43.6694172,-79.3865848,ON
Chick-Wings on Liberty,4.8,Comfort food,"129 Jefferson, Toronto, ON M6K3E4",43.6395619,-79.421822,ON
Gong Cha ,4.7,Desserts,"2027 Yonge St, Toronto, ON M4S 2A2",43.7015016,-79.3970068,ON
Real Fruit Bubble Tea ,5,Asian,"5095 Yonge Street , Unit A11, Toronto, ON M2N 6Z4",43.7687022,-79.4123463,ON
Shuyi Tealicious 书亦烧仙草,4.8,Bubble tea,"37 Sheppard Ave E, Toronto, ON M2N 2Z8",43.761668,-79.4090228,ON
Bap bubble tea,4.8,Coffee & tea,"1190 Weston Rd, Toronto, ON M6M 4P4",43.6874995,-79.4913566,ON
The Alley ,4.9,Asian,"621 Bloor St W, Toronto, ON M6G 1K8",43.6644156,-79.4140423,ON
Baskin Robbins  Kernels ,4.9,Desserts,"1917 Avenue Road, Toronto, ON M5M",43.7334481,-79.4192109,ON
Bunner's Bakeshop,4.7,Desserts,"244 Augusta Ave, Toronto, ON M5T",43.6555105,-79.4027529,ON
Craig's Cookies,4.9,Desserts,"1332 Queen St W, Toronto, ON M6K 1L4",43.6417737,-79.4316097,ON
Hollywood Gelato,4.8,Ice Cream & Frozen Yogurt,"1640 Bayview Ave, Toronto, ON M4S",43.7067881,-79.3757643,ON
TasteT House ,4.7,Bubble tea,"410 Bathurst Street, Toronto, ON M5T",43.6541835,-79.4070364,ON
BenGong's Tea 本宫的茶 Yonge,4.7,Asian,"576 Yonge Street, Toronto, ON M4Y 1Z3",43.6651044,-79.3848389,ON
La Diperie ,4.6,Desserts,"717 Bay Street, Toronto, ON M5G",43.6588092,-79.3846555,ON
Chapayom,0,Bubble tea,"21 Wellesley St W, 6, Toronto, ON M4Y 0H1",43.664527,-79.3855384,ON
Melt n Dip ,4.7,Desserts,"53 Adelaide St E, Toronto, ON M5C",43.6507014,-79.376079,ON
Kibo Sushi ,4.7,Sushi,"325 Bremner Blvd., Toronto, ON M5V",43.6405095,-79.3909896,ON
Bocados Bake Shop ,4.7,Desserts,"923 Queen St W, B, Toronto, ON M6J",43.6452898,-79.4127389,ON
Oishii Tea ,4.7,Desserts,"467 Queen St W, Toronto, ON M5V 2A9",43.6483773,-79.3974007,ON
Tiger Sugar ,4.7,Desserts,"439 Yonge St, A, Toronto, ON M5B 1T3",43.661044,-79.3827237,ON
Fast Fresh Foods ,5,Healthy,"220 Yonge Street, Toronto, ON M5B",43.6539681,-79.3801225,ON
Honey's Ice Cream,4.9,Ice Cream & Frozen Yogurt,"1448 Dundas Street West, Toronto, ON M6K",43.6497363,-79.4304253,ON
Uncle Tetsu's Japanese Cheesecake ,4.8,Desserts,"595 Bay St, Toronto, ON M5G 2C2",43.6565324,-79.3828452,ON
Salad Days,0,Salads,"333 Bay Street, Toronto, ON M5H 2R2",43.6503406,-79.3805207,ON
COPS,4.9,American,"89 Lewis St, Toronto, ON M4M 2H2",43.6588302,-79.3482907,ON
Pizza Café,4.6,Pizza,"3774 Bathurst St, North York, ON M3H",43.7379498,-79.4346761,ON
Govinda's,4.8,Vegetarian,"243 Avenue Rd, Toronto, ON M5R 2J6",43.6769933,-79.3971906,ON
Sukhothai ,4.9,Best of Toronto,"1442 Dundas St W, Toronto, On M6j 1y6, Canada, ON M6K",43.6497697,-79.4302862,ON
Yifang Fruit Tea一芳台灣水果茶-Yonge,4.8,Bubble tea,"672 Yonge St, Toronto, ON M4Y 2A6",43.6672724,-79.3857771,ON
Wok & Bowl,4.7,Kosher,"3023 Bathurst Street, Toronto, ON M6B 3B5",43.7181046,-79.4291479,ON
Bloomer's ,4.8,Bakery,"873 Bloor St W, Toronto, ON M6G 1M4",43.6619921,-79.4249159,ON
Pho Lang Van,4.8,Vietnamese,"958 Saint Clair Avenue West, Toronto, ON M6E",43.6797325,-79.436181,ON
Yogen Fruz ,4.9,Ice Cream & Frozen Yogurt,"220 Yonge St, Toronto, ON M5B",43.6539681,-79.3801225,ON
﻿Restaurant Name,Rating,Category,Address,,,
Casse-Croûte Courteau ,4.7,Comfort food,"4845 Boulevard Des Forges, Trois-Rivières, NAMER G8Y 4Z3",,,
Dairy Queen ,4.7,American,"2650 Royale St, Trois-Rivieres, QC G9A",,,
Manoir du spaghetti,4.6,Pasta,"1147 Rue Hart, Trois-Rivières, QC G9A",,,
Casse-Croûte le P'tit Ramezay,4.7,Pizza,"2800 Rue De Ramezay Trois-Rivières, Qc G8Z",,,
Boulangerie Ange ,4.8,Breakfast and brunch,"4225 Boulevard Des Forges, Trois-Rivières, NAMER G8Y",,,
Ma Belle Province Chez Édem,4.9,Burgers,"1402 Rue Aubuchon, Trois-Rivières, QC G8Y 5L3",,,
Le Bob,4.7,Burgers,"4855 Boulevard Des Forges, Trois-Rivières, Qc G8Y",,,
La Belle Province,4.6,Burgers,"5679 Boulevard Jean-Xxiii, Trois-Rivières, QC G8Z",,,
Mikes ,4.4,Italian,"3726 Boul Des Forges, Trois-Rivières, QC G8Y",,,
Capodimonte Pizza Artisanale,4.6,Burgers,"7067 Boulevard Des Forges, Trois-Rivières, QC G8Y 1Y7",,,
Bar resto Café Cognac,4.7,Bar / Pub Food,"736 Boul Des Récollets, Trois-Rivières, QC G8Z 3W2",,,
Restaurant La Belle Province,0,Burgers,"2 Rue Des Ormeaux, Trois-Rivières, QC G8W",,,
Boulangerie Le Panetier - Des Récollets,0,Breakfast and brunch,"4565 Boulevard Des Récollets Trois-Rivières, Qc G9A",,,
Galerie The North Boro,4.2,American,"1320 Boulevard Des Récollets, Trois-Rivières, NAMER G8Y",,,
Pizza Salvatoré ,4.4,American,"470 Rue Vachon, Trois-Rivières, QC G8T",,,
The North Boro: Exotic Sodas & Munchies,0,Desserts,"5190 Boulevard Des Forges, Trois-Rivières, Québec G8Y 1X3",,,
A&W ,4.5,Fast food,"3650 Boulevard Des Forges, Trois-Rivières, QC G8Y 5H5",,,
Harvey's ,4.6,Burgers,"3600 Boul Des Forges, Trois Rivieres, QC G8Y 5H5",,,
Le Bureau de Poste ,4.3,American,"317 Rue Des Forges, Trois-Rivières, NAMER G9A 2G9",,,
Les Aliments M&M ,0,Grocery,"3550 Boulevard Des Forges, Trois-Rivieres, NAMER G8Y5H5",,,
Pain galaxie,3.8,Comfort food,"5550 Boulevard Des Forges, Trois-Rivières, NAMER G8Y 1X7",,,
Shawarmat,4.6,Halal,"740 Boulevard Des Récollets, Trois-Rivières, NAMER G8Z 3W2",,,
La Cage ,4.5,Comfort food,"4210 Boulevard Des Forges, Trois-Rivières, QC G8Y 1W3",,,
McDonald's ,4.8,Fast Food,"4520 Boulevard Des Récollets, Trois-Rivières, Qc G9A",,,
Botan Pizza Enr,3.9,Pizza,"30 Rue Des Forges, Trois-Rivières, Québec G9a 6e3",,,
Walmart ,0,Grocery,"4520 Boul Des Recollets, Trois-Rivieres, Ca, G9a 4n2,",,,
Metro ,4.7,Grocery,"3425 Bd Du Chanoine Moreau, Trois-Rivieres, NAMER G8Y 0G7",,,
Super C ,4.6,Grocery,"750 Boulevard Du St Maurice #13, Trois-Rivieres, NAMER G9A 3P6",,,
La Chambre TR,0,Burgers,"284 Rue Des Forges, Trois-Rivières, NAMER G9A2G9",,,
Costco ,4.8,Grocery,"3000 Boulevard Des Récollets, Trois-Rivieres, QC G9A 6J2",,,
Rôtisserie Fusée ,4.6,Comfort food,"4954 Rue Bellefeuille, Trois-Rivières, QC G9A",,,
Scores ,4.6,BBQ,"4225 Boulevard Des Forges, Trois-Rivières, QC G8Y",,,
PFK ,4.1,American,"14 Rue Fusey, Cap Madeleine, QC G8T 2T1",,,
Rôtisserie Ste-Cécile,4.5,Chicken,"643 Rue Des Commissairescanada Trois-Rivières, Qc G9a 4g9 Canada,",,,
Shaker ,4.3,Bar food,"4225 Boulevard Des Forges, H20, Trois-Rivières, G8Y",,,
Subway ,4.3,American,"128 Boul. Sainte-Madeleine, Cap-De-La-Madeleine, QC G8T",,,
Pacini ,4.8,Italian,"3480 Boulevard Des Forges, Trois-Rivières, QC G8Y 5H5",,,
ITACHO SUSHI À VOLONTÉ,4.7,Sushi,"5325 Boulevard Des Forges, Trois-Rivières, QC G8Y",,,
Benny&Co. ,4.4,Wings,"4405 Boulevard Gene-H-Kruger, Trois-Rivieres, QC G9A 4N3",,,
Fromagerie Victoria ,4.7,Comfort food,"4575 Boulevard Des Récollets, Trois-Rivières, QC G9A",,,
Restaurant Rico,0,Colombian,"3070 Boulevard Des Forges, Trois-Rivières, QC G8Z 1V5",,,
Angéline ,4.6,Italian,"1420 Boulevard Des Récollets, Trois-Rivières, Qc G8Z 4L5",,,
Yuzu Sushi ,4.7,Sushi,"5655 Boul. Jean Xxiii, Trois-Rivières, Qc G8Z",,,
Restaurant Soleil d’Asie,4.3,Asian,"4885 Boulevard Des Forges, Trois-Rivières, QC G8Y",,,
Kuto Comptoir à Tartare ,4.6,Healthy,"1336 Boulevard Des Récollets, Trois-Rivières, QC G8Z 3X2",,,
Thaizone ,4.6,Thai,"315 Rue Barkoff, Trois-Rivieres, QC G8T",,,
Restaurant Éphèse,4.1,Turkish,"3097 Boulevard Des Forges , Trois-Rivières, QC G8Z",,,
La Belle Province,0,Pizza,"345 Boulevard Du St Maurice, Trois-Rivières, Qc G9A",,,
Marché Al-Farah,0,Mediterranean,"3131 Boulevard Des Forges, Trois-Rivières, QC G8Z 1V4",,,
Chocolats Favoris ,4.5,Desserts,"3580 Boulevard Des Forges, Trois-Rivières, QC G8Y",,,
Marché Express  41527 ,0,Everyday Essentials,"900 Boul. Thibeau, Trois-Rivières (Cap De La Madeleine), NAMER G8T 7A6",,,
Sushi Shop ,4.3,Japanese,"2605 Rue Des Vitrines #101 Trois-Rivières, Qc G9b,",,,
Pita Pit ,4.7,Healthy,"3590 Boulevard Des Forges, Trois-Rivieres, QC G8Y",,,
Le Pot Papilles et Cocktails,4.9,Bar food,"326 Rue Des Forges, Trois-Rivières, QC G9A",,,
Café Frida,4.9,Vegan friendly,"15 Rue Des Forges, Trois-Rivières, QC G9A6A8",,,
Thai Express ,4.5,Thai,"505 Rue Vachon, Trois-Rivieres, QC G8T",,,
Délices de Babi,4.7,African,"1556 Rue Royale, Trois-Rivières, QC G9A 4K1",,,
Restaurant Soleil d’Asie ,0,Asian,"210 Rue Des Forges, Trois-Rivières, QC G9A",,,
Sushiman ,0,Sushi,"4125 Boulevard Des Forges, K72, Trois-Rivieres, QC G8Y 1W1",,,
La Cantine,4.3,American,"282 Rue Des Forges, Trois-Rivières, QC G9A 2G8",,,
Votre Poutine,4.1,Comfort food,"5550 Boulevard Des Forges Trois-Rivières, Qc G8y 1x7 Canada,",,,
Frangine cantine par Poivre Noir,0,Fast food,"1200 Rue Du Fleuve Par La Terrasse Turcotte Et Descendre Prom. Du Parc Portulaire Trois-Rivières, Qc G9a,",,,
Quesada Burritos and Tacos ,4.7,Burritos,"5725 Boulevard Des Forges, Trois-Rivieres, QC G8Y 5L5",,,
Les Moulins La Fayette,4.9,Sandwiches,"6305 Rue Corbeil, Trois-Rivières, QC G8Z 4P9",,,
Tiki-Ming ,4.3,Asian,"4125 Boul Des Forges # F6, Trois-Rivieres, QC G8Y",,,
Le Poke Station ,4.9,Bowls,"5687 Boulevard Jean-Xxiii, Trois-Rivières, QC G8Z 4B4",,,
Madame Woo,4.5,Asian fusion,"295 Rue Des Forges, Trois-Rivières, QC G9A 2G9",,,
Dépanneur Micro - Poutinerie,0,Comfort food,"3940 Rue Louis Pinard, Trois-Rivières, NAMER G8Y 4L9",,,
Mr. Puffs ,4.6,Desserts,"3490 Boulevard Des Forges, Trois-Rivières, Quebec G8Y 5H5",,,
Poulet Rouge ,4.8,Halal,"4225 Boulevard Des Forges, Trois-Rivières, Quebec G8Y 1W2",,,
Mezcal Taqueria,4.9,Mexican,"85 Rue Des Forges, Trois-Rivieres, QC G9A 2G6",,,
Hippo Tea,4.9,Asian,"4260 Boulevard Des Forges, Trois-Rivières, QC G8Y",,,
Rose-Vanille,4.7,Desserts,"450a Rue St-Laurent, Trois-Rivieres, QC G8T 6H3",,,
Maître Glacier Trois-Rivières,0,Ice Cream & Frozen Yogurt,"7625 Boulevard Jean-Xxiii, Trois-Rivieres, QC G9A 5C9",,,
Mon petit bol santé,3.9,Juice & Smoothies,"5550 Boulevard Des Forges, Trois-Rivières, NAMER G8Y 1X7",,,
Alien Wings!,4.1,Wings,"5550 Boulevard Des Forges, Trois-Rivières, NAMER G8Y 1X7",,,
Planète Poutine Et Cie,4.7,American,"4225 Boulevard Des Forges, Trois-Rivières, QC G8Y",,,
Cheese Punk ,0,Comfort food,"5550 Boulevard Des Forges Trois-Rivières, Qc G8y 1x7 Canada,",,,
Valentine ,3.9,Canadian,"658 Boulevard Du St Maurice, Trois-Rivières, Québec G9A 3P6",,,
